57,222,168,140,0,256,0,0,388,164,207,0,331,0,0,84,147,0,319,0,0,60,0,242,0,0,0,0,0,0,214,0,0,0,0,0,42,122,121,97,0,196,0,0,285,99,136,0,186,0,0,61,100,0,236,0,0,41,0,175,0,0,0,0,0,0,158,0,0,0,0,0,21,43,72,70,0,141,0,0,206,50,72,0,72,0,0,33,74,0,155,0,0,25,0,109,0,0,0,0,0,0,87,0,0,0,0,0,13,7,45,43,0,84,0,0,152,17,27,0,21,0,0,16,46,0,105,0,0,15,0,78,0,0,0,0,0,0,56,0,0,0,0,0,9,0,15,12,0,60,0,0,108,6,8,0,0,0,0,5,10,0,61,0,0,11,0,37,0,0,0,0,0,0,33,0,0,0,0,0,3,0,1,0,0,39,0,0,59,2,5,0,0,0,0,1,0,0,48,0,0,2,0,8,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
25,115,98,63,0,155,0,3,193,145,110,0,212,0,0,48,103,0,197,0,4,28,0,140,0,7,0,0,0,0,127,0,7,0,0,0,20,75,75,51,0,118,0,0,159,102,75,0,137,0,0,34,55,0,149,0,2,18,0,99,0,7,0,0,0,0,94,0,5,0,0,0,9,32,47,40,0,90,0,0,124,55,46,0,58,0,0,20,43,0,108,0,0,9,0,67,0,6,0,0,0,0,62,0,0,0,0,0,3,2,29,27,0,61,0,0,108,17,22,0,22,0,0,11,29,0,86,0,0,7,0,54,0,6,0,0,0,0,45,0,0,0,0,0,2,0,8,4,0,44,0,0,86,4,7,0,0,0,0,3,2,0,46,0,0,4,0,23,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,0,44,4,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,199,121,110,0,186,0,0,391,169,195,0,340,0,0,65,139,0,239,0,0,52,0,211,0,0,0,0,0,0,161,0,0,0,0,0,26,113,86,73,0,145,0,0,281,108,124,0,203,0,0,42,91,0,179,0,0,36,0,158,0,0,0,0,0,0,114,0,0,0,0,0,11,46,56,56,0,111,0,0,209,59,67,0,77,0,0,24,61,0,121,0,0,23,0,96,0,0,0,0,0,0,71,0,0,0,0,0,5,8,34,34,0,68,0,0,160,18,31,0,26,0,0,12,41,0,87,0,0,15,0,67,0,0,0,0,0,0,49,0,0,0,0,0,3,0,9,6,0,50,0,0,119,3,9,0,1,0,0,3,1,0,53,0,0,9,0,28,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,28,0,0,64,3,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,213,117,103,0,185,0,0,410,175,224,0,354,0,0,57,131,0,232,0,0,50,0,202,0,0,0,0,0,0,157,0,0,0,0,0,27,120,81,76,0,142,0,0,307,100,141,0,202,0,0,40,87,0,169,0,0,32,0,152,0,0,0,0,0,0,113,0,0,0,0,0,11,47,52,56,0,104,0,0,226,48,73,0,77,0,0,23,59,0,113,0,0,20,0,89,0,0,0,0,0,0,69,0,0,0,0,0,4,4,31,33,0,67,0,0,171,15,30,0,19,0,0,12,36,0,84,0,0,15,0,65,0,0,0,0,0,0,45,0,0,0,0,0,3,0,9,4,0,39,0,0,109,3,9,0,0,0,0,4,4,0,41,0,0,9,0,29,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,28,0,0,68,1,7,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,237,118,114,0,189,0,0,363,188,240,0,403,0,0,62,152,0,234,0,0,71,0,222,0,0,0,0,0,0,161,0,0,0,0,0,24,140,86,81,0,144,0,0,272,112,159,0,236,0,0,39,97,0,167,0,0,45,0,167,0,0,0,0,0,0,115,0,0,0,0,0,11,55,51,59,0,110,0,0,210,58,87,0,100,0,0,23,68,0,112,0,0,29,0,104,0,0,0,0,0,0,68,0,0,0,0,0,5,8,30,35,0,66,0,0,173,17,38,0,34,0,0,13,47,0,83,0,0,19,0,70,0,0,0,0,0,0,43,0,0,0,0,0,3,0,9,6,0,50,0,0,133,1,10,0,1,0,0,5,4,0,55,0,0,12,0,27,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,28,0,0,70,1,6,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,226,136,107,0,213,0,0,487,177,244,0,381,0,0,63,135,0,253,0,0,45,0,209,0,0,0,0,0,0,182,0,0,0,0,0,33,131,96,79,0,174,0,0,364,103,148,0,213,0,0,40,88,0,180,0,0,32,0,151,0,0,0,0,0,0,126,0,0,0,0,0,17,47,56,61,0,124,0,0,265,51,82,0,84,0,0,24,64,0,116,0,0,18,0,98,0,0,0,0,0,0,76,0,0,0,0,0,8,6,33,37,0,68,0,0,197,13,32,0,20,0,0,13,39,0,89,0,0,12,0,76,0,0,0,0,0,0,47,0,0,0,0,0,4,0,9,6,0,42,0,0,137,3,10,0,0,0,0,4,7,0,46,0,0,8,0,32,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,31,0,0,78,1,3,0,0,0,0,0,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,233,135,110,0,215,0,0,478,198,232,0,385,0,0,69,132,0,257,0,0,44,0,197,0,0,0,0,0,0,181,0,0,0,0,0,36,126,96,75,0,171,0,0,351,111,150,0,229,0,0,44,91,0,186,0,0,25,0,147,0,0,0,0,0,0,126,0,0,0,0,0,16,54,62,55,0,123,0,0,268,48,82,0,82,0,0,26,68,0,124,0,0,19,0,93,0,0,0,0,0,0,77,0,0,0,0,0,6,10,34,36,0,71,0,0,198,12,42,0,25,0,0,15,44,0,92,0,0,12,0,72,0,0,0,0,0,0,47,0,0,0,0,0,4,0,9,8,0,54,0,0,142,1,10,0,1,0,0,7,3,0,56,0,0,8,0,31,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,31,0,0,78,1,4,0,0,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,213,123,110,0,192,0,0,407,176,205,0,360,0,0,69,130,0,247,0,0,48,0,207,0,0,0,0,0,0,164,0,0,0,0,0,26,124,92,73,0,152,0,0,297,108,132,0,213,0,0,46,84,0,179,0,0,34,0,159,0,0,0,0,0,0,119,0,0,0,0,0,11,46,55,56,0,113,0,0,225,48,72,0,78,0,0,24,63,0,120,0,0,20,0,94,0,0,0,0,0,0,72,0,0,0,0,0,5,8,34,35,0,68,0,0,174,15,34,0,26,0,0,11,42,0,83,0,0,10,0,69,0,0,0,0,0,0,47,0,0,0,0,0,3,0,10,6,0,51,0,0,131,1,10,0,1,0,0,3,2,0,53,0,0,7,0,32,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,29,0,0,70,1,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,199,127,104,0,187,0,0,341,156,196,0,311,0,0,76,125,0,273,0,0,57,0,195,0,0,0,0,0,0,175,0,0,0,0,0,22,115,94,72,0,149,0,0,263,94,133,0,180,0,0,52,83,0,200,0,0,40,0,144,0,0,0,0,0,0,129,0,0,0,0,0,12,46,56,54,0,116,0,0,200,50,79,0,67,0,0,28,60,0,140,0,0,26,0,86,0,0,0,0,0,0,74,0,0,0,0,0,5,8,34,31,0,67,0,0,151,15,31,0,25,0,0,16,41,0,96,0,0,14,0,61,0,0,0,0,0,0,51,0,0,0,0,0,3,0,9,6,0,50,0,0,109,3,8,0,1,0,0,4,4,0,57,0,0,8,0,26,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,28,0,0,59,2,4,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,174,129,122,0,205,0,0,375,149,183,0,286,0,0,60,140,0,241,0,0,58,0,235,0,0,0,0,0,0,173,0,0,0,0,0,33,89,91,94,0,165,0,0,271,91,115,0,170,0,0,44,92,0,178,0,0,40,0,176,0,0,0,0,0,0,123,0,0,0,0,0,15,34,59,66,0,118,0,0,195,51,66,0,62,0,0,26,71,0,121,0,0,22,0,107,0,0,0,0,0,0,77,0,0,0,0,0,5,5,32,40,0,71,0,0,143,21,29,0,22,0,0,14,43,0,88,0,0,17,0,83,0,0,0,0,0,0,47,0,0,0,0,0,4,0,10,8,0,53,0,0,107,2,8,0,0,0,0,3,2,0,52,0,0,11,0,32,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,31,0,0,58,2,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,186,117,119,0,179,0,3,339,159,180,0,311,0,9,55,146,0,222,0,2,75,0,229,0,8,0,0,0,0,155,0,6,0,0,0,27,110,88,85,0,145,0,1,256,96,106,0,192,0,7,38,88,0,162,0,1,54,0,169,0,7,0,0,0,0,113,0,4,0,0,0,13,49,55,61,0,107,0,1,193,47,54,0,69,0,3,23,63,0,110,0,0,32,0,100,0,4,0,0,0,0,68,0,0,0,0,0,5,8,30,35,0,64,0,0,148,16,27,0,25,0,0,10,43,0,80,0,0,23,0,73,0,4,0,0,0,0,43,0,0,0,0,0,3,0,9,6,0,49,0,0,109,2,8,0,1,0,0,3,3,0,51,0,0,13,0,30,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,28,0,0,59,2,4,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,192,120,127,0,194,0,0,381,176,237,0,325,0,0,60,147,0,227,0,0,69,0,231,0,0,0,0,0,0,155,0,0,0,0,0,29,118,85,91,0,147,0,0,297,104,124,0,203,0,0,43,102,0,169,0,0,45,0,175,0,0,0,0,0,0,110,0,0,0,0,0,14,54,53,65,0,109,0,0,232,55,62,0,86,0,0,25,72,0,111,0,0,32,0,107,0,0,0,0,0,0,65,0,0,0,0,0,6,11,28,38,0,68,0,0,170,17,29,0,26,0,0,14,50,0,83,0,0,22,0,76,0,0,0,0,0,0,43,0,0,0,0,0,4,0,9,8,0,52,0,0,119,1,8,0,1,0,0,6,3,0,53,0,0,14,0,29,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,30,0,0,67,1,2,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,38,51,36,0,78,0,2,45,52,52,0,82,0,0,38,58,0,120,0,1,34,0,82,0,3,0,0,0,0,79,0,3,0,0,0,8,26,37,27,0,58,0,2,45,34,49,0,58,0,0,22,38,0,94,0,1,24,0,65,0,3,0,0,0,0,58,0,3,0,0,0,4,9,28,20,0,45,0,1,45,22,34,0,22,0,0,16,26,0,68,0,0,15,0,42,0,3,0,0,0,0,37,0,1,0,0,0,2,2,18,11,0,34,0,0,45,9,10,0,13,0,0,9,17,0,48,0,0,15,0,32,0,3,0,0,0,0,26,0,0,0,0,0,1,0,4,2,0,22,0,0,36,2,3,0,1,0,0,2,0,0,26,0,0,7,0,13,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,18,2,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,220,152,119,0,223,0,3,402,167,197,0,338,0,3,73,143,0,276,0,1,52,0,214,0,6,0,0,0,0,176,0,3,0,0,0,40,124,105,88,0,175,0,0,298,96,122,0,202,0,1,48,100,0,194,0,1,29,0,155,0,4,0,0,0,0,123,0,2,0,0,0,22,53,61,65,0,132,0,0,231,44,66,0,75,0,0,28,70,0,132,0,1,14,0,99,0,3,0,0,0,0,77,0,1,0,0,0,9,9,32,42,0,78,0,0,174,12,34,0,26,0,0,17,49,0,94,0,0,9,0,74,0,3,0,0,0,0,52,0,0,0,0,0,5,0,9,10,0,56,0,0,128,1,9,0,0,0,0,7,4,0,55,0,0,6,0,33,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,33,0,0,69,1,4,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,206,135,122,0,195,0,2,402,170,212,0,336,0,11,71,164,0,264,0,1,70,0,236,0,5,0,0,0,0,167,0,3,0,0,0,31,120,94,88,0,155,0,0,313,99,129,0,198,0,4,49,111,0,195,0,1,43,0,169,0,5,0,0,0,0,120,0,2,0,0,0,15,49,56,61,0,120,0,0,234,50,72,0,72,0,1,28,76,0,126,0,1,29,0,104,0,3,0,0,0,0,74,0,1,0,0,0,6,3,30,37,0,72,0,0,177,18,29,0,23,0,0,15,43,0,89,0,0,22,0,78,0,3,0,0,0,0,50,0,0,0,0,0,4,0,9,5,0,44,0,0,108,4,9,0,0,0,0,4,2,0,45,0,0,13,0,31,0,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,31,0,0,69,2,4,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,218,133,106,0,214,0,0,467,178,230,0,367,0,0,61,129,0,254,0,0,45,0,204,0,0,0,0,0,0,179,0,0,0,0,0,34,126,98,78,0,171,0,0,348,105,147,0,216,0,0,41,91,0,183,0,0,30,0,156,0,0,0,0,0,0,125,0,0,0,0,0,16,49,63,61,0,123,0,0,260,48,80,0,77,0,0,25,65,0,125,0,0,18,0,100,0,0,0,0,0,0,77,0,0,0,0,0,6,9,33,34,0,69,0,0,195,11,40,0,24,0,0,14,44,0,90,0,0,12,0,73,0,0,0,0,0,0,47,0,0,0,0,0,4,0,9,8,0,54,0,0,141,1,10,0,1,0,0,4,1,0,54,0,0,8,0,32,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,31,0,0,78,1,4,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,212,120,112,0,181,0,0,390,169,198,0,329,0,0,54,126,0,221,0,0,61,0,204,0,0,0,0,0,0,147,0,0,0,0,0,26,117,86,80,0,139,0,0,291,101,129,0,194,0,0,39,86,0,166,0,0,41,0,152,0,0,0,0,0,0,109,0,0,0,0,0,11,45,50,58,0,104,0,0,214,52,69,0,75,0,0,24,66,0,117,0,0,28,0,93,0,0,0,0,0,0,65,0,0,0,0,0,5,8,34,35,0,67,0,0,164,17,28,0,22,0,0,12,40,0,82,0,0,19,0,70,0,0,0,0,0,0,45,0,0,0,0,0,3,0,10,3,0,43,0,0,93,4,9,0,0,0,0,3,4,0,47,0,0,12,0,29,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,29,0,0,65,2,5,0,0,0,0,0,0,0,39,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,20,24,0,47,0,0,15,19,31,0,22,0,0,5,31,0,40,0,0,15,0,51,0,0,0,0,0,0,31,0,0,0,0,0,6,4,18,22,0,38,0,0,15,13,25,0,15,0,0,4,21,0,36,0,0,11,0,45,0,0,0,0,0,0,28,0,0,0,0,0,1,2,14,17,0,31,0,0,15,9,10,0,7,0,0,2,14,0,29,0,0,10,0,35,0,0,0,0,0,0,21,0,0,0,0,0,1,0,10,10,0,23,0,0,15,3,3,0,3,0,0,0,11,0,21,0,0,10,0,25,0,0,0,0,0,0,18,0,0,0,0,0,1,0,3,3,0,19,0,0,12,1,1,0,0,0,0,0,3,0,17,0,0,6,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,6,1,1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,206,122,109,0,193,0,0,420,185,220,0,355,0,0,58,135,0,253,0,0,50,0,209,0,0,0,0,0,0,166,0,0,0,0,0,26,118,89,77,0,150,0,0,302,108,134,0,200,0,0,44,87,0,184,0,0,33,0,150,0,0,0,0,0,0,116,0,0,0,0,0,12,47,56,55,0,110,0,0,227,57,70,0,77,0,0,24,59,0,124,0,0,18,0,92,0,0,0,0,0,0,72,0,0,0,0,0,6,13,32,30,0,70,0,0,170,15,34,0,24,0,0,13,37,0,87,0,0,15,0,66,0,0,0,0,0,0,48,0,0,0,0,0,3,0,9,6,0,49,0,0,124,2,9,0,0,0,0,3,3,0,51,0,0,9,0,28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,28,0,0,68,2,3,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
