-10780,42841;-1075,725162;737,4610627;356,3050341;495,421435;160,7821773;265,4838944;-57,43882998;49,6779077;4,227980051;-33,20801902;-59,67051144
-6108,770333;-964,2711101;738,5480176;-106,3155346;-202,2533322;-80,64708274;-27,0946391;-154,4098713;25,64362646;-21,06828603;-97,51218175;113,4025917
-10028,02701;-69,61105811;171,140028;-70,23581693;-19,19861784;148,5442574;-28,87424338;-3,843437305;49,98702234;-41,74681819;26,22981553;18,54001685
-10330,91766;376,4396446;88,1806208;-70,6892049;88,16648277;68,26968192;-76,2871842;45,99156347;22,61143523;-21,49633333;39,1936379;-5,303321427
-10522,58152;114,2332517;-123,8105217;-491,6349895;30,05984439;10,3385685;63,83581267;-120,6755017;152,3415296;9,597359991;142,332025;-5,209061045
-11645,46286;854,3632746;225,8999956;271,3539067;260,5996926;55,0303928;11,86456433;66,47669624;-103,0771915;139,1759447;48,35530829;17,74963325
-11677,5689;878,5726599;366,5020186;250,859979;122,0349073;-8,960827783;52,46579511;55,12056312;-82,96478501;129,6444228;35,16478483;14,41411951
-10494,21155;278,7274374;354,9342099;-221,5673724;3,324811333;23,99258295;-49,40016234;1,54533567;-50,49234725;-15,76996427;31,94233273;-20,48309832
-9337,672117;-473,7276055;482,9327402;116,3346486;30,63966973;301,277956;144,0107997;-186,1353607;108,3577649;67,05741174;20,91751034;-65,52707399
-9527,464778;-688,8282869;109,8926553;325,4710762;208,3719573;138,9420522;-18,88830294;-47,7997168;-66,81903863;-77,7911192;18,64685794;23,93964085
-9476,024489;-572,2317952;-198,7883547;69,06849283;-102,3453332;-85,92005533;-187,887875;29,3103822;87,82965146;59,76635768;-16,22587342;-17,50351592
-10103,46989;-332,8210401;-398,4773415;-277,0283541;217,1917877;40,15817021;117,2874382;-4,237299462;-37,01159205;-98,5898905;-3,173568607;59,23677194
-2320,069326;-1156,536238;399,6968383;-216,9425542;-103,6146718;115,8229676;0,329522239;-157,7340743;103,3492086;-103,5123167;-30,64155303;40,33841681
